segment_id;machine_translation;reference_or_original;batch_id
447;America will negotiate with North Korea but refuse give again pay;美国愿和北韩谈判但拒绝再付出报酬;5
448;Thai government sending machine evacuates the peaceful foreign national from Cambodia;泰国当局派机从柬埔寨撤离泰侨;5
449;document stipulates, if these USA personnel violates the law outside military installation, will accept investigation according to Turkey criminal law.;文件规定，如果这些美国人员在军事设施以外犯法，将根据土耳其刑法接受调查。;5
450;( hong kong and taiwan ) mainland tourists to macao consumption capacity weak;（港澳台）内地游客在澳门消费能力强;5
451;tanzanian estimated 10 days , the mission cost about 16 million yuan .;全程预计１０天，团费大约１．６万元人民币。;5
452;the agence france presse switzerland duffus 25 ) - u.s. secretary of state colin powell , the us attacks , iraq plans to obtain more than 10 allies support .;（法新社瑞士达弗斯二十五日电）美国国务卿鲍尔说，美国进攻伊拉克的计画获有十多个盟国支持。;5
453;Iraq War May Lead to an International Oil Market Supply Sufficient;伊拉克战争可能导致国际石油市场供给充足;5
454;the World Health Organization since the election the new chairman;世界卫生组织开始选举新任理事长;5
455;one diplomatic agent says: "" Now 轮到 south country public figure raised one's head. "";一位外交官说：「现在轮到南方国家人士出头了。」;5
456;tibet hold spring festival tibetan new year his;西藏举行春节藏历新年团拜会;5
457;(International) France to Send Military Reinforcement in Cote D'ivoire Peacekeeping Forces;（国际）法国派宪兵增援在科特迪瓦的维和部队;5
458;a play close to the lives of us the same , simple and beautiful head ornaments made her glorious photographs .;剧中贴近生活的扮相，简洁而漂亮的头饰使她光彩照人。;5
459;this is a clear indication of the united nations as a holiday season;这是美国节日消费旺季不旺的明显标志。;5
460;The 痚 premier call for the nation joint effort to realize the everlasting peace;斯总理号召国民共同努力实现永久和平;5
461;The beautiful Ministry of National Defense cancel twice the guided missile intercept and experiment;美国防部取消两次导弹拦截试验;5
462;( international ) canada 2 astronauts into space plan will be thwarted;(国际)加拿大两名宇航员升空计划将受挫;5
463;approximately has 5% pregnant women can late produce, also is time which is pregnant achieves 294 day.;大约有百分之五的孕妇会晚产，也就是怀孕的时间达到二百九十四天。;5
464;Germany January unemployment rate climbs to for five years new is high;德国一月份失业率攀升至五年来新高;5
465;Paraguay exports the beef approximately 60,000 tons every year, mainly exports country and so on Brazil, Chile.;巴拉圭每年出口牛肉约６万吨，主要出口巴西、智利等国。;5
466;In the South Korean-U. S. Military Nearly 3,000 People Was Ordered to Freeze Redeployment;驻南韩美军近三千人奉命冻结调防;5
467;Warheads was carrying the goods, well preserved.;弹头被贴上了标签，保存完好。;5
468;The report pointed out that, after the revision forecast report also will get rid of deflation the timetable to extend for two years.;报导指出，修正后的展望报告亦将摆脱通货紧缩的时间表展延两年。;5
469;The `i wood say : "" the duty of accused have already terminated . "";楠木说：「被告的责任已经终止。」;5
470;he said the United States and North Korea dialogue should the international arena the multilateral .;他还说，美国与北韩的对话应该在国际场合多边进行。;5
471;we will accelerate drafting telecommunications law , revised postal law and radio management regulations . "";我们将加速草拟电信法、修订邮政法和无线电信管理法规。」;5
472;Australia Foreign Minister c North Korea the behavior is bad to will can't obtain more help;澳洲外长指北韩行为恶劣将无法取得更多援助;5
473;The gold 齦 show , surgical operation hour the clear 罭 bleed not much , the doctor use his own blood blood transfusion .;金泽表示，手术时明仁出血不多，医师只用他自己的血液输血。;5
474;face this kind of situation, should close all along adopt strict supervision measure, diligently check to finely examine, take strict precautions currency domestic outflow.;面对这种情况，该关始终采取严密的监管措施，勤查细验，严防境内货币外流。;5
475;for consumer durables expenditure by 6.1 per cent , while for non - durable goods and services expenditure kin only by 0.2 percent .;其中用于耐用消费品的开支增长了６．１％，而用于非耐用品和服务方面的开支均仅增长了０．２％。;5
476;North Korea Quit the Nuclear Non-proliferation Treaty and the World as an Enemy;北韩退出核子非扩散条约将与全世界为敌;5
477;Last December, the total unemployment population reached 4.225 million people, the unemployment rate is equal to 10.1%.;去年十二月，总失业人口达四百二十二万五千人，失业率等于百分之十点一。;5
478;well under worker is transport equipment .;当时井下工人正在搬运设备。;5
479;the Turkish allow the United States to study the Turkish base;土耳其允许美国考察土基地;5
480;The rest of the old trees will be planted in the Olympic sports place.;其余的老树将种植在其他奥运比赛场所。;5
481;the japanese central bank decision maintain the existing financial policies;日本央行决定维持现行金融政策;5
482;the end of the early morning of 25th the death toll has increased to 261 people and injured 2050 , nihn thuan 8861 .;截至２５日凌晨死亡人数已增至２６１人，重伤２０５０人，房屋倒塌８８６１户。;5
483;( international ) britain to attack iraq that led to new york stock market once again falls;（国际）美英提交攻伊建议导致纽约股市再度下跌;5
484;( international ) the United States last year individual consume the expenditure increase in bad condition;（国际）美国去年个人消费开支增长情况不佳;5
485;Among them, at least some 5,000 people are ""the armed regular army"", at the beginning of 2001 then probably have 6,000 people.;其中，至少有五千人是「武装正规军」，二○○一年初则大约有六千人。;5
486;This is the seized in the past two years as the largest number of passengers were to leave the country exceeds currency cases.;这是该关近两年查获的最大一宗旅客超带货币出境案件。;5
487;he expresses, this one discovery may guide method which people begins to seek eliminates this kind of memory.;他表示，这一发现可以引导人们着手寻找消除这种记忆的方法。;5
488;bush vowed to use various means disarming iraq;布希誓言将以各种办法解除伊拉克武装;5
489;In addition, the World Health Organization to promote the anti-polio Campaign, the global polio cases from 350,000 in 1988, has been reduced by 2001 the 480.;此外，世界卫生组织推动的抗小儿麻痹症运动，已将全球小儿麻痹症病例由一九八八年的三十五万例，缩减至二○○一年的四百八十例。;5
490;scientists for relating to the initial stage lose chi obstruction of bowels the chromosome completed sequencing;科学家为攸关初期失智症的染色体完成定序;5
491;this is so far completed established order of the fourth to chromosome , it from 87 million to remove oxygen ribonucleic acid ( dna ) part .;这是到目前为止完成定序的第四对染色体，它由八千七百多万对去氧核糖核酸（DNA）组成。;5
492;report, soil US official can formally sign this document at any moment by 阿纳多卢 Service.;据阿纳多卢通讯社报道，土美官员随时都可以正式签署这一文件。;5
493;The ? cartel call the the fourth quarter of last year to sell to grow up near thirty percent;阿卡特尔称去年第四季销售成长近百分之三十;5
494;yao ming said : "" all take place it too quickly too has developed rapidly .;姚明表示：「一切均发生得太快，太迅速。;5
495;he said that they will be an appeal .;他说，他们将要提出上诉。;5
496;add to promise to also disclose, at this ""Colombia"" number the outer space science that travel experiments mid include two scientific research that is sponsored by Canada.;加诺还透露，在此次“哥伦比亚”号搭载的太空科学实验中包括两项由加拿大赞助的科学研究。;5
497;Slovak President Left Shanghai Flying Hong Kong;斯洛伐克总统离沪飞香港;5
498;by the changes affect the refugees the main scattered in Jordan , Syria and Turkey .;受到这一变更影响的难民主要分散在约旦、叙利亚和土耳其。;5
499;the same time , together with local people to protest against globalization .;与此同时，反全球化抗议民众也聚集在当地。;5
500;(International) the Austria researcher discovers the initiation chronic ache the spinal cord cell;（国际）奥地利研究人员发现引发慢性疼痛的脊髓细胞;5
